RecordKey,CustomerName,LicenseCode,LicenseCategory,AsOfDate,PurchasedUnits,UtilizedUnits,UtilizationPercent
The Wawanesa Mutual Insurance Company|6162-7165-1652-9965|Unattended Production License|2026-07-31,The Wawanesa Mutual Insurance Company,6162-7165-1652-9965,Unattended Production License,2026-07-31,7,1,14.29
The Wawanesa Mutual Insurance Company|6162-7165-1652-9965|Unattended Test Robot License|2026-07-31,The Wawanesa Mutual Insurance Company,6162-7165-1652-9965,Unattended Test Robot License,2026-07-31,3,3,100
The Wawanesa Mutual Insurance Company|6162-7165-1652-9965|User Licenses|2026-07-31,The Wawanesa Mutual Insurance Company,6162-7165-1652-9965,User Licenses,2026-07-31,23,3,13.04
"Thomson Company Inc, The|386722059647980735|Unattended Production License|2026-07-31","Thomson Company Inc, The",386722059647980735,Unattended Production License,2026-07-31,75,0,0
"Thomson Company Inc, The|3541-8329-2136-6143|Unattended Production License|2024-11-30","Thomson Company Inc, The",3541-8329-2136-6143,Unattended Production License,2024-11-30,0,5,
"Thomson Company Inc, The|5018-5999-6634-6309|Unattended Production License|2026-07-31","Thomson Company Inc, The",5018-5999-6634-6309,Unattended Production License,2026-07-31,5,2,40
"Thomson Company Inc, The|386722059647980735|User Licenses|2026-07-31","Thomson Company Inc, The",386722059647980735,User Licenses,2026-07-31,42,0,0
"Thomson Company Inc, The|3541-8329-2136-6143|User Licenses|2026-04-30","Thomson Company Inc, The",3541-8329-2136-6143,User Licenses,2026-04-30,0,3,
"Thomson Company Inc, The|8152-8559-9987-4670|User Licenses|2024-09-30","Thomson Company Inc, The",8152-8559-9987-4670,User Licenses,2024-09-30,0,4,
"Thomson Company Inc, The|6490-6526-5490-3608|User Licenses|2026-07-31","Thomson Company Inc, The",6490-6526-5490-3608,User Licenses,2026-07-31,6,0,0
"Thomson Company Inc, The|5018-5999-6634-6309|User Licenses|2026-07-31","Thomson Company Inc, The",5018-5999-6634-6309,User Licenses,2026-07-31,39,14,35.9
Tower Federal Credit Union|4862-8516-1664-4037|Unattended Production License|2026-07-31,Tower Federal Credit Union,4862-8516-1664-4037,Unattended Production License,2026-07-31,6,3,50
Tower Federal Credit Union|4862-8516-1664-4037|Unattended Test Robot License|2026-07-31,Tower Federal Credit Union,4862-8516-1664-4037,Unattended Test Robot License,2026-07-31,2,2,100
Tower Federal Credit Union|4862-8516-1664-4037|User Licenses|2026-07-31,Tower Federal Credit Union,4862-8516-1664-4037,User Licenses,2026-07-31,24,13,54.17
Tower Federal Credit Union|4862-8516-1664-4037|AI Units|2026-08-09,Tower Federal Credit Union,4862-8516-1664-4037,AI Units,2026-08-09,60000,936,1.56
Trans Union LLC|5517-4197-8085-4680|Unattended Production License|2026-07-31,Trans Union LLC,5517-4197-8085-4680,Unattended Production License,2026-07-31,1500,1,0.07
Trans Union LLC|5517-4197-8085-4680|Unattended Test Robot License|2026-07-31,Trans Union LLC,5517-4197-8085-4680,Unattended Test Robot License,2026-07-31,1500,0,0
Trans Union LLC|5517-4197-8085-4680|User Licenses|2026-07-31,Trans Union LLC,5517-4197-8085-4680,User Licenses,2026-07-31,9011,7,0.08
Trans Union LLC|5517-4197-8085-4680|AI Units|2026-07-31,Trans Union LLC,5517-4197-8085-4680,AI Units,2026-07-31,38340000,0,0
Trisura Specialty Insurance Company|3816-0630-7409-1700|Unattended Production License|2026-07-31,Trisura Specialty Insurance Company,3816-0630-7409-1700,Unattended Production License,2026-07-31,1,1,100
Trisura Specialty Insurance Company|3816-0630-7409-1700|User Licenses|2026-07-31,Trisura Specialty Insurance Company,3816-0630-7409-1700,User Licenses,2026-07-31,43,12,27.91
USI|5094-0507-1941-3653|Unattended Production License|2026-07-31,USI,5094-0507-1941-3653,Unattended Production License,2026-07-31,28,21,75
USI|8234-4008-5975-4128|Unattended Production License|2024-10-31,USI,8234-4008-5975-4128,Unattended Production License,2024-10-31,20,0,0
USI|5966-8271-5777-6170|NonProduction Robot License|2024-03-31,USI,5966-8271-5777-6170,NonProduction Robot License,2024-03-31,10,0,0
USI|5094-0507-1941-3653|Unattended Test Robot License|2026-07-31,USI,5094-0507-1941-3653,Unattended Test Robot License,2026-07-31,14,14,100
USI|5094-0507-1941-3653|User Licenses|2026-07-31,USI,5094-0507-1941-3653,User Licenses,2026-07-31,156,88,56.41
USI|5966-8271-5777-6170|User Licenses|2024-03-31,USI,5966-8271-5777-6170,User Licenses,2024-03-31,18,0,0
USI|8234-4008-5975-4128|User Licenses|2024-10-31,USI,8234-4008-5975-4128,User Licenses,2024-10-31,13,0,0
USI|5094-0507-1941-3653|AI Units|2026-08-09,USI,5094-0507-1941-3653,AI Units,2026-08-09,1300000,422339,32.49
Union Bank and Trust Company|2236-2959-8486-1424|Unattended Production License|2025-06-30,Union Bank and Trust Company,2236-2959-8486-1424,Unattended Production License,2025-06-30,3,0,0
Union Bank and Trust Company|9634-4162-6838-0083|Unattended Production License|2026-07-31,Union Bank and Trust Company,9634-4162-6838-0083,Unattended Production License,2026-07-31,3,3,100
Union Bank and Trust Company|9634-4162-6838-0083|Unattended Test Robot License|2026-07-31,Union Bank and Trust Company,9634-4162-6838-0083,Unattended Test Robot License,2026-07-31,1,1,100
Union Bank and Trust Company|4543-5459-3179-4777|Unattended Test Robot License|2025-06-30,Union Bank and Trust Company,4543-5459-3179-4777,Unattended Test Robot License,2025-06-30,1,0,0
Union Bank and Trust Company|4543-5459-3179-4777|User Licenses|2025-06-30,Union Bank and Trust Company,4543-5459-3179-4777,User Licenses,2025-06-30,4,0,0
Union Bank and Trust Company|9634-4162-6838-0083|User Licenses|2026-07-31,Union Bank and Trust Company,9634-4162-6838-0083,User Licenses,2026-07-31,146,12,8.22
United Bankshares Inc|5557-2675-5219-7140|Unattended Production License|2026-07-31,United Bankshares Inc,5557-2675-5219-7140,Unattended Production License,2026-07-31,3,4,133.33
United Bankshares Inc|5557-2675-5219-7140|Unattended Test Robot License|2026-07-31,United Bankshares Inc,5557-2675-5219-7140,Unattended Test Robot License,2026-07-31,1,1,100
United Bankshares Inc|5557-2675-5219-7140|User Licenses|2026-07-31,United Bankshares Inc,5557-2675-5219-7140,User Licenses,2026-07-31,108,3,2.78
United Federal Credit Union|1248-6032-9967-7946|Unattended Production License|2026-07-31,United Federal Credit Union,1248-6032-9967-7946,Unattended Production License,2026-07-31,3,3,100
United Federal Credit Union|1248-6032-9967-7946|NonProduction Robot License|2026-07-31,United Federal Credit Union,1248-6032-9967-7946,NonProduction Robot License,2026-07-31,0,1,
United Federal Credit Union|1248-6032-9967-7946|Unattended Test Robot License|2026-07-31,United Federal Credit Union,1248-6032-9967-7946,Unattended Test Robot License,2026-07-31,2,0,0
United Federal Credit Union|1248-6032-9967-7946|User Licenses|2026-07-31,United Federal Credit Union,1248-6032-9967-7946,User Licenses,2026-07-31,14,6,42.86
"United Wholesale Mortgage, LLC|2141-1214-1047-4173|Unattended Production License|2026-07-31","United Wholesale Mortgage, LLC",2141-1214-1047-4173,Unattended Production License,2026-07-31,60,60,100
"United Wholesale Mortgage, LLC|1990-2956-8711-0361|Unattended Production License|2023-11-30","United Wholesale Mortgage, LLC",1990-2956-8711-0361,Unattended Production License,2023-11-30,20,0,0
"United Wholesale Mortgage, LLC|9600-9903-9048-1229|Unattended Production License|2026-07-31","United Wholesale Mortgage, LLC",9600-9903-9048-1229,Unattended Production License,2026-07-31,0,1,
"United Wholesale Mortgage, LLC|5796-1498-9978-8373|NonProduction Robot License|2023-11-30","United Wholesale Mortgage, LLC",5796-1498-9978-8373,NonProduction Robot License,2023-11-30,5,0,0
"United Wholesale Mortgage, LLC|2141-1214-1047-4173|Unattended Test Robot License|2026-07-31","United Wholesale Mortgage, LLC",2141-1214-1047-4173,Unattended Test Robot License,2026-07-31,30,15,50
"United Wholesale Mortgage, LLC|5796-1498-9978-8373|Unattended Test Robot License|2023-11-30","United Wholesale Mortgage, LLC",5796-1498-9978-8373,Unattended Test Robot License,2023-11-30,10,0,0
"United Wholesale Mortgage, LLC|2141-1214-1047-4173|User Licenses|2026-07-31","United Wholesale Mortgage, LLC",2141-1214-1047-4173,User Licenses,2026-07-31,176,33,18.75
"United Wholesale Mortgage, LLC|3058-9816-8081-8456|User Licenses|2026-07-31","United Wholesale Mortgage, LLC",3058-9816-8081-8456,User Licenses,2026-07-31,115,19,16.52
"United Wholesale Mortgage, LLC|0041-0294-0523-7219|User Licenses|2026-05-31","United Wholesale Mortgage, LLC",0041-0294-0523-7219,User Licenses,2026-05-31,1,0,0
"United Wholesale Mortgage, LLC|1990-2956-8711-0361|User Licenses|2023-11-30","United Wholesale Mortgage, LLC",1990-2956-8711-0361,User Licenses,2023-11-30,10,0,0
"United Wholesale Mortgage, LLC|5796-1498-9978-8373|User Licenses|2023-11-30","United Wholesale Mortgage, LLC",5796-1498-9978-8373,User Licenses,2023-11-30,26,0,0
"United Wholesale Mortgage, LLC|2141-1214-1047-4173|AI Units|2026-08-09","United Wholesale Mortgage, LLC",2141-1214-1047-4173,AI Units,2026-08-09,24000000,17039315.5,71
"Universal Insurance Holdings, Inc.|9932-1853-2192-6442|Unattended Production License|2025-10-31","Universal Insurance Holdings, Inc.",9932-1853-2192-6442,Unattended Production License,2025-10-31,0,1,
"Universal Insurance Holdings, Inc.|9932-1853-2192-6442|User Licenses|2025-10-31","Universal Insurance Holdings, Inc.",9932-1853-2192-6442,User Licenses,2025-10-31,0,1,
Valley National Bank|8642-1861-8792-3235|Unattended Production License|2026-07-31,Valley National Bank,8642-1861-8792-3235,Unattended Production License,2026-07-31,2,2,100
Valley National Bank|0627-8873-6897-7314|Unattended Production License|2025-04-30,Valley National Bank,0627-8873-6897-7314,Unattended Production License,2025-04-30,0,1,
Valley National Bank|4223-7097-5790-7812|Unattended Production License|2026-07-31,Valley National Bank,4223-7097-5790-7812,Unattended Production License,2026-07-31,10,10,100
Valley National Bank|386700942926067600|Unattended Production License|2025-11-30,Valley National Bank,386700942926067600,Unattended Production License,2025-11-30,10,0,0
Valley National Bank|386789469898405760|NonProduction Robot License|2025-11-30,Valley National Bank,386789469898405760,NonProduction Robot License,2025-11-30,2,0,0
Valley National Bank|2150-6220-7307-6630|NonProduction Robot License|2025-11-30,Valley National Bank,2150-6220-7307-6630,NonProduction Robot License,2025-11-30,2,0,0
Valley National Bank|8642-1861-8792-3235|Unattended Test Robot License|2026-07-31,Valley National Bank,8642-1861-8792-3235,Unattended Test Robot License,2026-07-31,2,2,100
Valley National Bank|4223-7097-5790-7812|Unattended Test Robot License|2026-07-31,Valley National Bank,4223-7097-5790-7812,Unattended Test Robot License,2026-07-31,4,4,100
Valley National Bank|386700942926067600|User Licenses|2025-11-30,Valley National Bank,386700942926067600,User Licenses,2025-11-30,12,0,0
Valley National Bank|8642-1861-8792-3235|User Licenses|2026-07-31,Valley National Bank,8642-1861-8792-3235,User Licenses,2026-07-31,29,0,0
Valley National Bank|0627-8873-6897-7314|User Licenses|2025-04-30,Valley National Bank,0627-8873-6897-7314,User Licenses,2025-04-30,0,2,
Valley National Bank|4223-7097-5790-7812|User Licenses|2026-07-31,Valley National Bank,4223-7097-5790-7812,User Licenses,2026-07-31,119,23,19.33
Valley National Bank|386789469898405760|User Licenses|2025-11-30,Valley National Bank,386789469898405760,User Licenses,2025-11-30,8,0,0
Valley National Bank|4223-7097-5790-7812|Platform Units|2026-08-07,Valley National Bank,4223-7097-5790-7812,Platform Units,2026-08-07,243250,151.51,0.06
Valley National Bank|8642-1861-8792-3235|Platform Units|2026-07-31,Valley National Bank,8642-1861-8792-3235,Platform Units,2026-07-31,8000,0,0
Vancouver City Savings Credit Union|3177-9687-0823-5924|Unattended Production License|2026-07-31,Vancouver City Savings Credit Union,3177-9687-0823-5924,Unattended Production License,2026-07-31,19,10,52.63
Vancouver City Savings Credit Union|386762065777991173|Unattended Production License|2024-11-30,Vancouver City Savings Credit Union,386762065777991173,Unattended Production License,2024-11-30,2,0,0
Vancouver City Savings Credit Union|386783725863830304|NonProduction Robot License|2024-11-30,Vancouver City Savings Credit Union,386783725863830304,NonProduction Robot License,2024-11-30,4,0,0
Vancouver City Savings Credit Union|5037-6047-8996-3159|User Licenses|2024-11-30,Vancouver City Savings Credit Union,5037-6047-8996-3159,User Licenses,2024-11-30,2,0,0
Vancouver City Savings Credit Union|386762065777991173|User Licenses|2024-11-30,Vancouver City Savings Credit Union,386762065777991173,User Licenses,2024-11-30,1,0,0
Vancouver City Savings Credit Union|3177-9687-0823-5924|User Licenses|2026-07-31,Vancouver City Savings Credit Union,3177-9687-0823-5924,User Licenses,2026-07-31,170,14,8.24
Vancouver City Savings Credit Union|3177-9687-0823-5924|Platform Units|2026-04-06,Vancouver City Savings Credit Union,3177-9687-0823-5924,Platform Units,2026-04-06,53250,1052.8,1.98
Virginia Credit Union|4277-5229-4325-2622|Unattended Production License|2026-07-31,Virginia Credit Union,4277-5229-4325-2622,Unattended Production License,2026-07-31,35,20,57.14
Virginia Credit Union|0610-3911-0796-4194|Unattended Production License|2023-02-28,Virginia Credit Union,0610-3911-0796-4194,Unattended Production License,2023-02-28,11,0,0
Virginia Credit Union|4277-5229-4325-2622|Unattended Test Robot License|2026-07-31,Virginia Credit Union,4277-5229-4325-2622,Unattended Test Robot License,2026-07-31,10,3,30
Virginia Credit Union|3740-3686-4336-9262|User Licenses|2023-03-31,Virginia Credit Union,3740-3686-4336-9262,User Licenses,2023-03-31,10,0,0
Virginia Credit Union|4277-5229-4325-2622|User Licenses|2026-07-31,Virginia Credit Union,4277-5229-4325-2622,User Licenses,2026-07-31,127,14,11.02
Virginia Credit Union|0610-3911-0796-4194|User Licenses|2023-02-28,Virginia Credit Union,0610-3911-0796-4194,User Licenses,2023-02-28,7,0,0
Visions Federal Credit Union|6672-6544-1488-0416|Unattended Production License|2023-07-31,Visions Federal Credit Union,6672-6544-1488-0416,Unattended Production License,2023-07-31,5,0,0
Visions Federal Credit Union|6007-4038-5624-3110|Unattended Production License|2026-07-31,Visions Federal Credit Union,6007-4038-5624-3110,Unattended Production License,2026-07-31,9,9,100
Visions Federal Credit Union|4253-4968-3829-7904|NonProduction Robot License|2023-07-31,Visions Federal Credit Union,4253-4968-3829-7904,NonProduction Robot License,2023-07-31,3,0,0
Visions Federal Credit Union|6007-4038-5624-3110|Unattended Test Robot License|2026-07-31,Visions Federal Credit Union,6007-4038-5624-3110,Unattended Test Robot License,2026-07-31,3,3,100
Visions Federal Credit Union|6007-4038-5624-3110|User Licenses|2026-07-31,Visions Federal Credit Union,6007-4038-5624-3110,User Licenses,2026-07-31,180,16,8.89
Visions Federal Credit Union|4253-4968-3829-7904|User Licenses|2023-07-31,Visions Federal Credit Union,4253-4968-3829-7904,User Licenses,2023-07-31,7,0,0
Visions Federal Credit Union|6672-6544-1488-0416|User Licenses|2023-07-31,Visions Federal Credit Union,6672-6544-1488-0416,User Licenses,2023-07-31,14,0,0
Visions Federal Credit Union|6007-4038-5624-3110|AI Units|2026-08-05,Visions Federal Credit Union,6007-4038-5624-3110,AI Units,2026-08-05,60000,339,0.56
Voya Financial Inc.|3981-6004-5473-9126|Unattended Production License|2026-07-31,Voya Financial Inc.,3981-6004-5473-9126,Unattended Production License,2026-07-31,176,164,93.18
Voya Financial Inc.|8377-1148-7566-5634|Unattended Production License|2025-02-28,Voya Financial Inc.,8377-1148-7566-5634,Unattended Production License,2025-02-28,0,5,
Voya Financial Inc.|2808-7298-9563-4265|Unattended Production License|2025-10-31,Voya Financial Inc.,2808-7298-9563-4265,Unattended Production License,2025-10-31,5,0,0
Voya Financial Inc.|0024-6984-4603-4821|Unattended Test Robot License|2025-10-31,Voya Financial Inc.,0024-6984-4603-4821,Unattended Test Robot License,2025-10-31,11,0,0
Voya Financial Inc.|9302-3162-0931-5996|Unattended Test Robot License|2025-10-31,Voya Financial Inc.,9302-3162-0931-5996,Unattended Test Robot License,2025-10-31,1,1,100
Voya Financial Inc.|7965-4835-7389-2006|Unattended Test Robot License|2025-10-31,Voya Financial Inc.,7965-4835-7389-2006,Unattended Test Robot License,2025-10-31,38,38,100
Voya Financial Inc.|6463-1944-2408-0289|Unattended Test Robot License|2026-07-31,Voya Financial Inc.,6463-1944-2408-0289,Unattended Test Robot License,2026-07-31,4,4,100
Voya Financial Inc.|8377-1148-7566-5634|User Licenses|2025-02-28,Voya Financial Inc.,8377-1148-7566-5634,User Licenses,2025-02-28,0,3,
Voya Financial Inc.|9302-3162-0931-5996|User Licenses|2025-10-31,Voya Financial Inc.,9302-3162-0931-5996,User Licenses,2025-10-31,4,1,25
Voya Financial Inc.|4868-1565-7085-9574|User Licenses|2026-07-31,Voya Financial Inc.,4868-1565-7085-9574,User Licenses,2026-07-31,261,44,16.86
Voya Financial Inc.|6463-1944-2408-0289|User Licenses|2026-07-31,Voya Financial Inc.,6463-1944-2408-0289,User Licenses,2026-07-31,214,51,23.83
Voya Financial Inc.|3981-6004-5473-9126|User Licenses|2026-07-31,Voya Financial Inc.,3981-6004-5473-9126,User Licenses,2026-07-31,116,83,71.55
Voya Financial Inc.|7965-4835-7389-2006|User Licenses|2025-10-31,Voya Financial Inc.,7965-4835-7389-2006,User Licenses,2025-10-31,24,3,12.5
Voya Financial Inc.|2808-7298-9563-4265|AI Units|2025-10-31,Voya Financial Inc.,2808-7298-9563-4265,AI Units,2025-10-31,180000,0,0
Voya Financial Inc.|7965-4835-7389-2006|AI Units|2026-07-31,Voya Financial Inc.,7965-4835-7389-2006,AI Units,2026-07-31,9000,4674.8,51.94
Voya Financial Inc.|3981-6004-5473-9126|AI Units|2026-08-09,Voya Financial Inc.,3981-6004-5473-9126,AI Units,2026-08-09,7930000,10287701.4,129.73
